Orig Name,Name,State,Median Household Income,90% CI Lower Bound,90% CI Upper Bound
Hampshire County,Hampshire2,WV,35.98,32.334,39.626
Hancock County,Hancock10,WV,48.178,45.965,50.391
Hardy County,Hardy1,WV,41.01,37.49,44.53
Harrison County,Harrison8,WV,42.121,39.683,44.559
Jackson County,Jackson23,WV,41.121,36.854,45.388
Jefferson County,Jefferson25,WV,66.95,63.283,70.617
Kanawha County,Kanawha1,WV,43.936,41.342,46.53
Lewis County,Lewis7,WV,40.568,37.071,44.065
Lincoln County,Lincoln22,WV,34.295,30.842,37.748
Logan County,Logan10,WV,36.437,33.268,39.606
McDowell County,McDowell2,WV,24.707,22.745,26.669
Marion County,Marion17,WV,43.729,40.368,47.09
Marshall County,Marshall12,WV,43.356,39.1,47.612
Mason County,Mason6,WV,35.799,32.383,39.215
Mercer County,Mercer8,WV,35.046,31.935,38.157
Mineral County,Mineral4,WV,40.012,36.136,43.888
Mingo County,Mingo1,WV,29.839,27.057,32.621
Monongalia County,Monongalia1,WV,43.835,40.315,47.355
Monroe County,Monroe16,WV,36.351,32.664,40.038
Morgan County,Morgan11,WV,44.446,40.093,48.799
Nicholas County,Nicholas2,WV,36.375,32.856,39.894
Ohio County,Ohio4,WV,40.195,37.921,42.469
Pendleton County,Pendleton2,WV,38.204,34.484,41.924
Pleasants County,Pleasants1,WV,44.801,40.292,49.31
Pocahontas County,Pocahontas2,WV,34.341,31.124,37.558
Preston County,Preston1,WV,41.42,38.131,44.709
Putnam County,Putnam9,WV,59.472,54.639,64.305
Raleigh County,Raleigh1,WV,40.27,37.461,43.079
Randolph County,Randolph8,WV,37.468,34.318,40.618
Ritchie County,Ritchie1,WV,46.383,43.864,48.902
Roane County,Roane2,WV,33.041,29.944,36.138
Summers County,Summers1,WV,32.456,30.442,34.47
Taylor County,Taylor6,WV,40.305,36.181,44.429
Tucker County,Tucker1,WV,36.466,33.14,39.792
Tyler County,Tyler2,WV,41.019,36.965,45.073
Upshur County,Upshur2,WV,38.387,35.224,41.55
Wayne County,Wayne16,WV,37.242,33.887,40.597
Webster County,Webster8,WV,29.331,26.678,31.984
Wetzel County,Wetzel1,WV,40.013,35.933,44.093
Wirt County,Wirt1,WV,38.6,34.584,42.616
Wood County,Wood3,WV,41.932,39.571,44.293
Wyoming County,Wyoming3,WV,34.419,31.098,37.74
Wisconsin,Wisconsin1,WV,52.632,52.206,53.058
Adams County,Adams12,WI,42.063,39.278,44.848
Ashland County,Ashland2,WI,41.294,38.573,44.015
Barron County,Barron1,WI,46.375,42.772,49.978
Bayfield County,Bayfield1,WI,44.395,41.8,46.99
Brown County,Brown9,WI,54.141,51.658,56.624
Buffalo County,Buffalo3,WI,50.998,48.23,53.766
Burnett County,Burnett1,WI,41.81,39.309,44.311
Calumet County,Calumet1,WI,68.43,63.888,72.972
Chippewa County,Chippewa3,WI,52.485,49.101,55.869
Clark County,Clark12,WI,45.316,42.965,47.667
Columbia County,Columbia8,WI,59.02,55.548,62.492
Crawford County,Crawford11,WI,43.562,40.044,47.08
Dane County,Dane1,WI,61.937,60.055,63.819
Dodge County,Dodge4,WI,54.359,50.892,57.826
Door County,Door1,WI,49.717,45.824,53.61
Douglas County,Douglas12,WI,46.475,43.346,49.604
Dunn County,Dunn2,WI,52.224,48.533,55.915
Eau Claire County,Eau Claire1,WI,48.102,45.182,51.022
Florence County,Florence2,WI,44.562,40.05,49.074
Fond du Lac County,Fond du Lac1,WI,52.149,50.374,53.924
Forest County,Forest2,WI,41.418,38.071,44.765
Grant County,Grant15,WI,46.972,44.21,49.734
Green County,Green2,WI,53.328,49.646,57.01
Green Lake County,Green Lake1,WI,51.175,46.896,55.454
Iowa County,Iowa3,WI,58.419,53.902,62.936
Iron County,Iron4,WI,39.408,36.241,42.575
Jackson County,Jackson24,WI,47.985,44.704,51.266
Jefferson County,Jefferson26,WI,56.365,52.735,59.995
Juneau County,Juneau2,WI,45.158,41.741,48.575
Kenosha County,Kenosha1,WI,53.945,50.346,57.544
Kewaunee County,Kewaunee1,WI,56.16,51.071,61.249
La Crosse County,La Crosse1,WI,49.79,46.842,52.738
Lafayette County,Lafayette6,WI,52.26,48.716,55.804
Langlade County,Langlade1,WI,40.968,37.039,44.897
Lincoln County,Lincoln23,WI,48.881,45.285,52.477
Manitowoc County,Manitowoc1,WI,48.43,44.808,52.052
Marathon County,Marathon1,WI,54.4,50.925,57.875
Marinette County,Marinette1,WI,43.701,41.25,46.152
Marquette County,Marquette2,WI,43.661,40.513,46.809
Menominee County,Menominee2,WI,36.774,34.455,39.093
Milwaukee County,Milwaukee1,WI,42.946,41.644,44.248
Monroe County,Monroe17,WI,52.978,49.899,56.057
Oconto County,Oconto1,WI,52.776,49.277,56.275
Oneida County,Oneida3,WI,49.04,45.432,52.648
Outagamie County,Outagamie1,WI,59.377,55.915,62.839
Ozaukee County,Ozaukee1,WI,77.364,70.999,83.729
Pepin County,Pepin1,WI,53.828,50.459,57.197
Pierce County,Pierce5,WI,68.471,65.148,71.794
Polk County,Polk12,WI,52.411,50.184,54.638
Portage County,Portage2,WI,52.075,49.537,54.613
Price County,Price1,WI,42.659,39.625,45.693
Racine County,Racine1,WI,54.782,52.584,56.98
Richland County,Richland7,WI,44.026,40.876,47.176
Rock County,Rock3,WI,51.237,48.39,54.084
Rusk County,Rusk2,WI,39.999,38.237,41.761
St. Croix County,St. Croix1,WI,75.92,71.75,80.09
Sauk County,Sauk1,WI,50.243,46.467,54.019
Sawyer County,Sawyer1,WI,40.701,37.203,44.199
Shawano County,Shawano1,WI,47.841,45.087,50.595
Sheboygan County,Sheboygan1,WI,55.335,52.068,58.602
Taylor County,Taylor7,WI,48.683,45.813,51.553
Trempealeau County,Trempealeau1,WI,50.266,47.434,53.098
Vernon County,Vernon3,WI,46.943,43.219,50.667
Vilas County,Vilas1,WI,41.211,38.864,43.558
Walworth County,Walworth2,WI,52.852,50.503,55.201
Washburn County,Washburn1,WI,42.079,40.251,43.907
Washington County,Washington32,WI,69.346,65.994,72.698
Waukesha County,Waukesha1,WI,76.584,73.999,79.169
Waupaca County,Waupaca1,WI,52.85,50.103,55.597
Waushara County,Waushara1,WI,46.835,43.596,50.074
Winnebago County,Winnebago3,WI,52.711,50.845,54.577
Wood County,Wood4,WI,51.003,48.561,53.445
Wyoming,Wyoming4,WI,58.291,56.701,59.881
Albany County,Albany2,WY,42.838,40.357,45.319
Big Horn County,Big Horn2,WY,50.437,47.056,53.818
Campbell County,Campbell5,WY,79.358,72.064,86.652
Carbon County,Carbon4,WY,58.225,52.42,64.03
Converse County,Converse1,WY,63.166,56.894,69.438
Crook County,Crook2,WY,59.701,53.645,65.757
Fremont County,Fremont4,WY,48.624,46.447,50.801
Goshen County,Goshen1,WY,45.721,41.576,49.866
Hot Springs County,Hot Springs1,WY,44.427,39.816,49.038
Johnson County,Johnson12,WY,51.434,45.961,56.907
Laramie County,Laramie1,WY,57.192,52.964,61.42
Lincoln County,Lincoln24,WY,63.575,57.873,69.277
Natrona County,Natrona1,WY,57.427,53.322,61.532
Niobrara County,Niobrara1,WY,45.251,40.39,50.112
Park County,Park3,WY,55.354,50.457,60.251
Platte County,Platte3,WY,49.713,44.532,54.894
Sheridan County,Sheridan5,WY,54.716,50.383,59.049
Sublette County,Sublette1,WY,77.222,69.467,84.977
Sweetwater County,Sweetwater1,WY,72.604,67.783,77.425
Teton County,Teton3,WY,75.348,68.986,81.71
Uinta County,Uinta1,WY,56.8,51.508,62.092
Washakie County,Washakie1,WY,50.802,45.996,55.608
Weston County,Weston1,WY,55.52,49.711,61.329
